The format of each line in this txt is (video_path,annotation_path,start_frame_id,end_frame_id)
gametarget/gametarget-3/img,gametarget/gametarget-3/groundtruth.txt,1,2080
gametarget/gametarget-4/img,gametarget/gametarget-4/groundtruth.txt,1,1625
gametarget/gametarget-5/img,gametarget/gametarget-5/groundtruth.txt,1,1538
gametarget/gametarget-6/img,gametarget/gametarget-6/groundtruth.txt,1,1424
gametarget/gametarget-8/img,gametarget/gametarget-8/groundtruth.txt,1,1098
gametarget/gametarget-9/img,gametarget/gametarget-9/groundtruth.txt,1,1477
gecko/gecko-10/img,gecko/gecko-10/groundtruth.txt,1,1034
gecko/gecko-11/img,gecko/gecko-11/groundtruth.txt,1,1761
gecko/gecko-12/img,gecko/gecko-12/groundtruth.txt,1,3205
gecko/gecko-13/img,gecko/gecko-13/groundtruth.txt,1,2655
gecko/gecko-14/img,gecko/gecko-14/groundtruth.txt,1,2160
gecko/gecko-15/img,gecko/gecko-15/groundtruth.txt,1,2793
gecko/gecko-17/img,gecko/gecko-17/groundtruth.txt,1,1897
gecko/gecko-18/img,gecko/gecko-18/groundtruth.txt,1,1806
gecko/gecko-2/img,gecko/gecko-2/groundtruth.txt,1,1771
gecko/gecko-20/img,gecko/gecko-20/groundtruth.txt,1,1942
gecko/gecko-3/img,gecko/gecko-3/groundtruth.txt,1,2882
gecko/gecko-4/img,gecko/gecko-4/groundtruth.txt,1,8000
gecko/gecko-6/img,gecko/gecko-6/groundtruth.txt,1,1269
gecko/gecko-7/img,gecko/gecko-7/groundtruth.txt,1,2980
gecko/gecko-8/img,gecko/gecko-8/groundtruth.txt,1,2773
gecko/gecko-9/img,gecko/gecko-9/groundtruth.txt,1,2024
giraffe/giraffe-1/img,giraffe/giraffe-1/groundtruth.txt,1,2023
giraffe/giraffe-11/img,giraffe/giraffe-11/groundtruth.txt,1,1099
giraffe/giraffe-12/img,giraffe/giraffe-12/groundtruth.txt,1,3923
giraffe/giraffe-14/img,giraffe/giraffe-14/groundtruth.txt,1,1767
giraffe/giraffe-16/img,giraffe/giraffe-16/groundtruth.txt,1,1950
giraffe/giraffe-17/img,giraffe/giraffe-17/groundtruth.txt,1,1605
giraffe/giraffe-18/img,giraffe/giraffe-18/groundtruth.txt,1,1193
giraffe/giraffe-19/img,giraffe/giraffe-19/groundtruth.txt,1,2264
giraffe/giraffe-20/img,giraffe/giraffe-20/groundtruth.txt,1,1655
giraffe/giraffe-3/img,giraffe/giraffe-3/groundtruth.txt,1,2810
giraffe/giraffe-4/img,giraffe/giraffe-4/groundtruth.txt,1,2544
giraffe/giraffe-5/img,giraffe/giraffe-5/groundtruth.txt,1,1315
giraffe/giraffe-6/img,giraffe/giraffe-6/groundtruth.txt,1,2537
giraffe/giraffe-7/img,giraffe/giraffe-7/groundtruth.txt,1,1723
giraffe/giraffe-8/img,giraffe/giraffe-8/groundtruth.txt,1,2291
giraffe/giraffe-9/img,giraffe/giraffe-9/groundtruth.txt,1,2068
goldfish/goldfish-1/img,goldfish/goldfish-1/groundtruth.txt,1,1662
goldfish/goldfish-11/img,goldfish/goldfish-11/groundtruth.txt,1,1785
goldfish/goldfish-12/img,goldfish/goldfish-12/groundtruth.txt,1,3109
goldfish/goldfish-13/img,goldfish/goldfish-13/groundtruth.txt,1,6366
goldfish/goldfish-14/img,goldfish/goldfish-14/groundtruth.txt,1,4125
goldfish/goldfish-15/img,goldfish/goldfish-15/groundtruth.txt,1,2401
goldfish/goldfish-16/img,goldfish/goldfish-16/groundtruth.txt,1,2721
goldfish/goldfish-17/img,goldfish/goldfish-17/groundtruth.txt,1,2349
goldfish/goldfish-18/img,goldfish/goldfish-18/groundtruth.txt,1,2740
goldfish/goldfish-19/img,goldfish/goldfish-19/groundtruth.txt,1,1176
goldfish/goldfish-2/img,goldfish/goldfish-2/groundtruth.txt,1,2269
goldfish/goldfish-20/img,goldfish/goldfish-20/groundtruth.txt,1,2445
goldfish/goldfish-4/img,goldfish/goldfish-4/groundtruth.txt,1,2687
goldfish/goldfish-5/img,goldfish/goldfish-5/groundtruth.txt,1,2097
goldfish/goldfish-6/img,goldfish/goldfish-6/groundtruth.txt,1,2722
goldfish/goldfish-9/img,goldfish/goldfish-9/groundtruth.txt,1,1596
gorilla/gorilla-1/img,gorilla/gorilla-1/groundtruth.txt,1,2898
gorilla/gorilla-10/img,gorilla/gorilla-10/groundtruth.txt,1,1305
gorilla/gorilla-11/img,gorilla/gorilla-11/groundtruth.txt,1,1451
gorilla/gorilla-12/img,gorilla/gorilla-12/groundtruth.txt,1,2279
gorilla/gorilla-14/img,gorilla/gorilla-14/groundtruth.txt,1,1796
gorilla/gorilla-15/img,gorilla/gorilla-15/groundtruth.txt,1,1431
gorilla/gorilla-16/img,gorilla/gorilla-16/groundtruth.txt,1,2767
gorilla/gorilla-17/img,gorilla/gorilla-17/groundtruth.txt,1,2116
gorilla/gorilla-18/img,gorilla/gorilla-18/groundtruth.txt,1,2741
gorilla/gorilla-19/img,gorilla/gorilla-19/groundtruth.txt,1,1320
gorilla/gorilla-2/img,gorilla/gorilla-2/groundtruth.txt,1,3710
gorilla/gorilla-20/img,gorilla/gorilla-20/groundtruth.txt,1,2852
gorilla/gorilla-3/img,gorilla/gorilla-3/groundtruth.txt,1,2031
gorilla/gorilla-5/img,gorilla/gorilla-5/groundtruth.txt,1,2100
gorilla/gorilla-7/img,gorilla/gorilla-7/groundtruth.txt,1,6369
gorilla/gorilla-8/img,gorilla/gorilla-8/groundtruth.txt,1,1838
guitar/guitar-1/img,guitar/guitar-1/groundtruth.txt,1,1973
guitar/guitar-11/img,guitar/guitar-11/groundtruth.txt,1,2491
guitar/guitar-12/img,guitar/guitar-12/groundtruth.txt,1,1500
guitar/guitar-13/img,guitar/guitar-13/groundtruth.txt,1,2941
guitar/guitar-14/img,guitar/guitar-14/groundtruth.txt,1,4711
guitar/guitar-15/img,guitar/guitar-15/groundtruth.txt,1,2087
guitar/guitar-17/img,guitar/guitar-17/groundtruth.txt,1,1261
guitar/guitar-18/img,guitar/guitar-18/groundtruth.txt,1,1711
guitar/guitar-19/img,guitar/guitar-19/groundtruth.txt,1,5201
guitar/guitar-2/img,guitar/guitar-2/groundtruth.txt,1,2377
guitar/guitar-20/img,guitar/guitar-20/groundtruth.txt,1,2057
guitar/guitar-4/img,guitar/guitar-4/groundtruth.txt,1,1321
guitar/guitar-5/img,guitar/guitar-5/groundtruth.txt,1,1000
guitar/guitar-6/img,guitar/guitar-6/groundtruth.txt,1,2901
guitar/guitar-7/img,guitar/guitar-7/groundtruth.txt,1,3301
guitar/guitar-9/img,guitar/guitar-9/groundtruth.txt,1,1531
hand/hand-1/img,hand/hand-1/groundtruth.txt,1,3903
hand/hand-10/img,hand/hand-10/groundtruth.txt,1,2837
hand/hand-11/img,hand/hand-11/groundtruth.txt,1,2103
hand/hand-12/img,hand/hand-12/groundtruth.txt,1,3350
hand/hand-13/img,hand/hand-13/groundtruth.txt,1,1690
hand/hand-14/img,hand/hand-14/groundtruth.txt,1,1547
hand/hand-15/img,hand/hand-15/groundtruth.txt,1,4122
hand/hand-17/img,hand/hand-17/groundtruth.txt,1,2542
hand/hand-18/img,hand/hand-18/groundtruth.txt,1,2907
hand/hand-19/img,hand/hand-19/groundtruth.txt,1,2210
hand/hand-20/img,hand/hand-20/groundtruth.txt,1,2990
hand/hand-4/img,hand/hand-4/groundtruth.txt,1,2813
hand/hand-5/img,hand/hand-5/groundtruth.txt,1,3921
hand/hand-6/img,hand/hand-6/groundtruth.txt,1,1660
hand/hand-7/img,hand/hand-7/groundtruth.txt,1,2210
hand/hand-8/img,hand/hand-8/groundtruth.txt,1,2015
hat/hat-10/img,hat/hat-10/groundtruth.txt,1,5084
hat/hat-11/img,hat/hat-11/groundtruth.txt,1,1402
hat/hat-12/img,hat/hat-12/groundtruth.txt,1,2206
hat/hat-13/img,hat/hat-13/groundtruth.txt,1,2928
hat/hat-14/img,hat/hat-14/groundtruth.txt,1,1955
hat/hat-15/img,hat/hat-15/groundtruth.txt,1,1265
hat/hat-16/img,hat/hat-16/groundtruth.txt,1,2348
hat/hat-17/img,hat/hat-17/groundtruth.txt,1,1094
hat/hat-19/img,hat/hat-19/groundtruth.txt,1,2541
hat/hat-20/img,hat/hat-20/groundtruth.txt,1,2704
hat/hat-3/img,hat/hat-3/groundtruth.txt,1,2924
hat/hat-4/img,hat/hat-4/groundtruth.txt,1,1137
hat/hat-6/img,hat/hat-6/groundtruth.txt,1,8000
hat/hat-7/img,hat/hat-7/groundtruth.txt,1,6595
hat/hat-8/img,hat/hat-8/groundtruth.txt,1,3610
hat/hat-9/img,hat/hat-9/groundtruth.txt,1,1496
helmet/helmet-1/img,helmet/helmet-1/groundtruth.txt,1,1242
helmet/helmet-10/img,helmet/helmet-10/groundtruth.txt,1,5639
helmet/helmet-12/img,helmet/helmet-12/groundtruth.txt,1,2720
helmet/helmet-14/img,helmet/helmet-14/groundtruth.txt,1,1292
helmet/helmet-15/img,helmet/helmet-15/groundtruth.txt,1,2858
helmet/helmet-16/img,helmet/helmet-16/groundtruth.txt,1,2649
helmet/helmet-17/img,helmet/helmet-17/groundtruth.txt,1,8000
helmet/helmet-18/img,helmet/helmet-18/groundtruth.txt,1,1861
helmet/helmet-2/img,helmet/helmet-2/groundtruth.txt,1,1747
helmet/helmet-20/img,helmet/helmet-20/groundtruth.txt,1,1356
helmet/helmet-3/img,helmet/helmet-3/groundtruth.txt,1,8000
helmet/helmet-4/img,helmet/helmet-4/groundtruth.txt,1,1132
helmet/helmet-6/img,helmet/helmet-6/groundtruth.txt,1,2508
helmet/helmet-7/img,helmet/helmet-7/groundtruth.txt,1,2305
helmet/helmet-8/img,helmet/helmet-8/groundtruth.txt,1,1321
helmet/helmet-9/img,helmet/helmet-9/groundtruth.txt,1,1898
hippo/hippo-10/img,hippo/hippo-10/groundtruth.txt,1,1710
hippo/hippo-11/img,hippo/hippo-11/groundtruth.txt,1,1326
hippo/hippo-12/img,hippo/hippo-12/groundtruth.txt,1,3510
hippo/hippo-13/img,hippo/hippo-13/groundtruth.txt,1,1674
hippo/hippo-14/img,hippo/hippo-14/groundtruth.txt,1,2198
hippo/hippo-15/img,hippo/hippo-15/groundtruth.txt,1,1541
hippo/hippo-16/img,hippo/hippo-16/groundtruth.txt,1,1355
hippo/hippo-17/img,hippo/hippo-17/groundtruth.txt,1,3745
hippo/hippo-18/img,hippo/hippo-18/groundtruth.txt,1,1713
hippo/hippo-19/img,hippo/hippo-19/groundtruth.txt,1,1960
hippo/hippo-2/img,hippo/hippo-2/groundtruth.txt,1,1986
hippo/hippo-3/img,hippo/hippo-3/groundtruth.txt,1,4218
hippo/hippo-4/img,hippo/hippo-4/groundtruth.txt,1,2305
hippo/hippo-5/img,hippo/hippo-5/groundtruth.txt,1,1901
hippo/hippo-6/img,hippo/hippo-6/groundtruth.txt,1,1002
hippo/hippo-8/img,hippo/hippo-8/groundtruth.txt,1,1741
horse/horse-10/img,horse/horse-10/groundtruth.txt,1,2811
horse/horse-11/img,horse/horse-11/groundtruth.txt,1,2385
horse/horse-13/img,horse/horse-13/groundtruth.txt,1,2254
horse/horse-14/img,horse/horse-14/groundtruth.txt,1,2252
horse/horse-16/img,horse/horse-16/groundtruth.txt,1,3137
horse/horse-17/img,horse/horse-17/groundtruth.txt,1,3974
horse/horse-18/img,horse/horse-18/groundtruth.txt,1,2972
horse/horse-19/img,horse/horse-19/groundtruth.txt,1,1545
horse/horse-2/img,horse/horse-2/groundtruth.txt,1,3813
horse/horse-20/img,horse/horse-20/groundtruth.txt,1,5797
horse/horse-3/img,horse/horse-3/groundtruth.txt,1,2017
horse/horse-5/img,horse/horse-5/groundtruth.txt,1,2435
horse/horse-6/img,horse/horse-6/groundtruth.txt,1,2073
horse/horse-7/img,horse/horse-7/groundtruth.txt,1,4596
horse/horse-8/img,horse/horse-8/groundtruth.txt,1,3666
horse/horse-9/img,horse/horse-9/groundtruth.txt,1,1921
kangaroo/kangaroo-1/img,kangaroo/kangaroo-1/groundtruth.txt,1,1620
kangaroo/kangaroo-10/img,kangaroo/kangaroo-10/groundtruth.txt,1,2820
kangaroo/kangaroo-12/img,kangaroo/kangaroo-12/groundtruth.txt,1,4459
kangaroo/kangaroo-13/img,kangaroo/kangaroo-13/groundtruth.txt,1,2305
kangaroo/kangaroo-15/img,kangaroo/kangaroo-15/groundtruth.txt,1,2974
kangaroo/kangaroo-16/img,kangaroo/kangaroo-16/groundtruth.txt,1,1548
kangaroo/kangaroo-17/img,kangaroo/kangaroo-17/groundtruth.txt,1,2002
kangaroo/kangaroo-18/img,kangaroo/kangaroo-18/groundtruth.txt,1,3330
kangaroo/kangaroo-19/img,kangaroo/kangaroo-19/groundtruth.txt,1,2061
kangaroo/kangaroo-20/img,kangaroo/kangaroo-20/groundtruth.txt,1,2255
kangaroo/kangaroo-3/img,kangaroo/kangaroo-3/groundtruth.txt,1,2477
kangaroo/kangaroo-4/img,kangaroo/kangaroo-4/groundtruth.txt,1,3334
kangaroo/kangaroo-6/img,kangaroo/kangaroo-6/groundtruth.txt,1,1121
kangaroo/kangaroo-7/img,kangaroo/kangaroo-7/groundtruth.txt,1,2341
kangaroo/kangaroo-8/img,kangaroo/kangaroo-8/groundtruth.txt,1,1531
kangaroo/kangaroo-9/img,kangaroo/kangaroo-9/groundtruth.txt,1,2259
kite/kite-1/img,kite/kite-1/groundtruth.txt,1,2751
kite/kite-11/img,kite/kite-11/groundtruth.txt,1,1474
kite/kite-12/img,kite/kite-12/groundtruth.txt,1,2844
kite/kite-13/img,kite/kite-13/groundtruth.txt,1,2317
kite/kite-14/img,kite/kite-14/groundtruth.txt,1,8000
kite/kite-16/img,kite/kite-16/groundtruth.txt,1,2094
kite/kite-17/img,kite/kite-17/groundtruth.txt,1,2309
kite/kite-18/img,kite/kite-18/groundtruth.txt,1,2379
kite/kite-19/img,kite/kite-19/groundtruth.txt,1,2317
kite/kite-2/img,kite/kite-2/groundtruth.txt,1,6740
kite/kite-20/img,kite/kite-20/groundtruth.txt,1,2109
kite/kite-3/img,kite/kite-3/groundtruth.txt,1,1260
kite/kite-5/img,kite/kite-5/groundtruth.txt,1,6197
kite/kite-7/img,kite/kite-7/groundtruth.txt,1,1441
kite/kite-8/img,kite/kite-8/groundtruth.txt,1,2086
kite/kite-9/img,kite/kite-9/groundtruth.txt,1,4254
leopard/leopard-10/img,leopard/leopard-10/groundtruth.txt,1,1468
leopard/leopard-11/img,leopard/leopard-11/groundtruth.txt,1,8000
leopard/leopard-12/img,leopard/leopard-12/groundtruth.txt,1,1778
leopard/leopard-13/img,leopard/leopard-13/groundtruth.txt,1,2792
leopard/leopard-14/img,leopard/leopard-14/groundtruth.txt,1,1930
leopard/leopard-15/img,leopard/leopard-15/groundtruth.txt,1,2388
leopard/leopard-17/img,leopard/leopard-17/groundtruth.txt,1,2406
leopard/leopard-18/img,leopard/leopard-18/groundtruth.txt,1,2615
leopard/leopard-19/img,leopard/leopard-19/groundtruth.txt,1,2517
leopard/leopard-2/img,leopard/leopard-2/groundtruth.txt,1,1973
leopard/leopard-3/img,leopard/leopard-3/groundtruth.txt,1,2060
leopard/leopard-4/img,leopard/leopard-4/groundtruth.txt,1,1386
leopard/leopard-5/img,leopard/leopard-5/groundtruth.txt,1,2960
leopard/leopard-6/img,leopard/leopard-6/groundtruth.txt,1,2352
leopard/leopard-8/img,leopard/leopard-8/groundtruth.txt,1,1850
leopard/leopard-9/img,leopard/leopard-9/groundtruth.txt,1,3408
licenseplate/licenseplate-1/img,licenseplate/licenseplate-1/groundtruth.txt,1,1908
licenseplate/licenseplate-10/img,licenseplate/licenseplate-10/groundtruth.txt,1,1725
licenseplate/licenseplate-11/img,licenseplate/licenseplate-11/groundtruth.txt,1,2701
licenseplate/licenseplate-14/img,licenseplate/licenseplate-14/groundtruth.txt,1,1335
licenseplate/licenseplate-16/img,licenseplate/licenseplate-16/groundtruth.txt,1,1522
licenseplate/licenseplate-17/img,licenseplate/licenseplate-17/groundtruth.txt,1,1433
licenseplate/licenseplate-18/img,licenseplate/licenseplate-18/groundtruth.txt,1,2247
licenseplate/licenseplate-19/img,licenseplate/licenseplate-19/groundtruth.txt,1,1334
licenseplate/licenseplate-2/img,licenseplate/licenseplate-2/groundtruth.txt,1,1024
licenseplate/licenseplate-20/img,licenseplate/licenseplate-20/groundtruth.txt,1,2020
licenseplate/licenseplate-3/img,licenseplate/licenseplate-3/groundtruth.txt,1,3671
licenseplate/licenseplate-4/img,licenseplate/licenseplate-4/groundtruth.txt,1,1422
licenseplate/licenseplate-5/img,licenseplate/licenseplate-5/groundtruth.txt,1,8000
licenseplate/licenseplate-7/img,licenseplate/licenseplate-7/groundtruth.txt,1,3316
licenseplate/licenseplate-8/img,licenseplate/licenseplate-8/groundtruth.txt,1,7100
licenseplate/licenseplate-9/img,licenseplate/licenseplate-9/groundtruth.txt,1,1401
lion/lion-10/img,lion/lion-10/groundtruth.txt,1,2636
lion/lion-11/img,lion/lion-11/groundtruth.txt,1,2008
lion/lion-13/img,lion/lion-13/groundtruth.txt,1,2489
lion/lion-14/img,lion/lion-14/groundtruth.txt,1,4275
lion/lion-15/img,lion/lion-15/groundtruth.txt,1,2714
lion/lion-16/img,lion/lion-16/groundtruth.txt,1,2965
lion/lion-17/img,lion/lion-17/groundtruth.txt,1,2993
lion/lion-18/img,lion/lion-18/groundtruth.txt,1,4034
lion/lion-19/img,lion/lion-19/groundtruth.txt,1,3770
lion/lion-2/img,lion/lion-2/groundtruth.txt,1,2726
lion/lion-3/img,lion/lion-3/groundtruth.txt,1,2228
lion/lion-4/img,lion/lion-4/groundtruth.txt,1,1281
lion/lion-6/img,lion/lion-6/groundtruth.txt,1,1919
lion/lion-7/img,lion/lion-7/groundtruth.txt,1,1985
lion/lion-8/img,lion/lion-8/groundtruth.txt,1,1492
lion/lion-9/img,lion/lion-9/groundtruth.txt,1,1709
lizard/lizard-10/img,lizard/lizard-10/groundtruth.txt,1,1798
lizard/lizard-11/img,lizard/lizard-11/groundtruth.txt,1,2044
lizard/lizard-12/img,lizard/lizard-12/groundtruth.txt,1,1601
lizard/lizard-14/img,lizard/lizard-14/groundtruth.txt,1,2729
lizard/lizard-15/img,lizard/lizard-15/groundtruth.txt,1,2464
lizard/lizard-16/img,lizard/lizard-16/groundtruth.txt,1,2784
lizard/lizard-17/img,lizard/lizard-17/groundtruth.txt,1,4439
lizard/lizard-18/img,lizard/lizard-18/groundtruth.txt,1,1188
lizard/lizard-19/img,lizard/lizard-19/groundtruth.txt,1,2833
lizard/lizard-2/img,lizard/lizard-2/groundtruth.txt,1,5688
lizard/lizard-20/img,lizard/lizard-20/groundtruth.txt,1,1008
lizard/lizard-4/img,lizard/lizard-4/groundtruth.txt,1,2130
lizard/lizard-5/img,lizard/lizard-5/groundtruth.txt,1,2141
lizard/lizard-7/img,lizard/lizard-7/groundtruth.txt,1,2722
lizard/lizard-8/img,lizard/lizard-8/groundtruth.txt,1,4336
lizard/lizard-9/img,lizard/lizard-9/groundtruth.txt,1,2705
microphone/microphone-1/img,microphone/microphone-1/groundtruth.txt,1,2342
microphone/microphone-10/img,microphone/microphone-10/groundtruth.txt,1,2912
microphone/microphone-11/img,microphone/microphone-11/groundtruth.txt,1,1645
microphone/microphone-12/img,microphone/microphone-12/groundtruth.txt,1,1768
microphone/microphone-13/img,microphone/microphone-13/groundtruth.txt,1,3247
microphone/microphone-15/img,microphone/microphone-15/groundtruth.txt,1,1984
microphone/microphone-17/img,microphone/microphone-17/groundtruth.txt,1,1776
microphone/microphone-18/img,microphone/microphone-18/groundtruth.txt,1,3968
microphone/microphone-19/img,microphone/microphone-19/groundtruth.txt,1,1494
microphone/microphone-20/img,microphone/microphone-20/groundtruth.txt,1,1956
microphone/microphone-3/img,microphone/microphone-3/groundtruth.txt,1,1892
microphone/microphone-4/img,microphone/microphone-4/groundtruth.txt,1,4298
microphone/microphone-5/img,microphone/microphone-5/groundtruth.txt,1,7109
microphone/microphone-7/img,microphone/microphone-7/groundtruth.txt,1,4184
microphone/microphone-8/img,microphone/microphone-8/groundtruth.txt,1,3323
microphone/microphone-9/img,microphone/microphone-9/groundtruth.txt,1,1243
monkey/monkey-1/img,monkey/monkey-1/groundtruth.txt,1,3515
monkey/monkey-10/img,monkey/monkey-10/groundtruth.txt,1,3800
monkey/monkey-11/img,monkey/monkey-11/groundtruth.txt,1,2401
monkey/monkey-12/img,monkey/monkey-12/groundtruth.txt,1,2100
monkey/monkey-13/img,monkey/monkey-13/groundtruth.txt,1,2083
monkey/monkey-14/img,monkey/monkey-14/groundtruth.txt,1,2214
monkey/monkey-15/img,monkey/monkey-15/groundtruth.txt,1,2313
monkey/monkey-16/img,monkey/monkey-16/groundtruth.txt,1,1423
monkey/monkey-18/img,monkey/monkey-18/groundtruth.txt,1,2115
monkey/monkey-19/img,monkey/monkey-19/groundtruth.txt,1,2201
monkey/monkey-2/img,monkey/monkey-2/groundtruth.txt,1,2108
monkey/monkey-20/img,monkey/monkey-20/groundtruth.txt,1,2170
monkey/monkey-5/img,monkey/monkey-5/groundtruth.txt,1,3668
monkey/monkey-6/img,monkey/monkey-6/groundtruth.txt,1,1819
monkey/monkey-7/img,monkey/monkey-7/groundtruth.txt,1,2053
monkey/monkey-8/img,monkey/monkey-8/groundtruth.txt,1,3401
motorcycle/motorcycle-10/img,motorcycle/motorcycle-10/groundtruth.txt,1,1496
motorcycle/motorcycle-11/img,motorcycle/motorcycle-11/groundtruth.txt,1,2982
motorcycle/motorcycle-12/img,motorcycle/motorcycle-12/groundtruth.txt,1,2782
motorcycle/motorcycle-13/img,motorcycle/motorcycle-13/groundtruth.txt,1,1507
motorcycle/motorcycle-14/img,motorcycle/motorcycle-14/groundtruth.txt,1,2555
motorcycle/motorcycle-15/img,motorcycle/motorcycle-15/groundtruth.txt,1,2983
motorcycle/motorcycle-16/img,motorcycle/motorcycle-16/groundtruth.txt,1,1221
motorcycle/motorcycle-17/img,motorcycle/motorcycle-17/groundtruth.txt,1,1833
motorcycle/motorcycle-19/img,motorcycle/motorcycle-19/groundtruth.txt,1,2216
motorcycle/motorcycle-2/img,motorcycle/motorcycle-2/groundtruth.txt,1,2966
motorcycle/motorcycle-20/img,motorcycle/motorcycle-20/groundtruth.txt,1,2146
motorcycle/motorcycle-4/img,motorcycle/motorcycle-4/groundtruth.txt,1,2763
motorcycle/motorcycle-5/img,motorcycle/motorcycle-5/groundtruth.txt,1,1722
motorcycle/motorcycle-6/img,motorcycle/motorcycle-6/groundtruth.txt,1,1395
motorcycle/motorcycle-7/img,motorcycle/motorcycle-7/groundtruth.txt,1,2497
motorcycle/motorcycle-8/img,motorcycle/motorcycle-8/groundtruth.txt,1,2048
mouse/mouse-10/img,mouse/mouse-10/groundtruth.txt,1,1864
mouse/mouse-11/img,mouse/mouse-11/groundtruth.txt,1,1756
mouse/mouse-12/img,mouse/mouse-12/groundtruth.txt,1,2243
mouse/mouse-13/img,mouse/mouse-13/groundtruth.txt,1,1156
mouse/mouse-14/img,mouse/mouse-14/groundtruth.txt,1,2120
mouse/mouse-15/img,mouse/mouse-15/groundtruth.txt,1,1406
mouse/mouse-16/img,mouse/mouse-16/groundtruth.txt,1,4642
mouse/mouse-18/img,mouse/mouse-18/groundtruth.txt,1,2408
mouse/mouse-19/img,mouse/mouse-19/groundtruth.txt,1,2805
mouse/mouse-2/img,mouse/mouse-2/groundtruth.txt,1,2143
mouse/mouse-20/img,mouse/mouse-20/groundtruth.txt,1,1986
mouse/mouse-3/img,mouse/mouse-3/groundtruth.txt,1,1990
mouse/mouse-4/img,mouse/mouse-4/groundtruth.txt,1,1941
mouse/mouse-5/img,mouse/mouse-5/groundtruth.txt,1,2390
mouse/mouse-6/img,mouse/mouse-6/groundtruth.txt,1,1238
mouse/mouse-7/img,mouse/mouse-7/groundtruth.txt,1,1794
person/person-11/img,person/person-11/groundtruth.txt,1,1756
person/person-13/img,person/person-13/groundtruth.txt,1,3300
person/person-14/img,person/person-14/groundtruth.txt,1,6469
person/person-15/img,person/person-15/groundtruth.txt,1,6020
person/person-16/img,person/person-16/groundtruth.txt,1,4411
person/person-17/img,person/person-17/groundtruth.txt,1,2605
person/person-18/img,person/person-18/groundtruth.txt,1,2337
person/person-19/img,person/person-19/groundtruth.txt,1,2731
person/person-2/img,person/person-2/groundtruth.txt,1,5050
person/person-20/img,person/person-20/groundtruth.txt,1,2099
person/person-3/img,person/person-3/groundtruth.txt,1,3501
person/person-4/img,person/person-4/groundtruth.txt,1,2465
person/person-6/img,person/person-6/groundtruth.txt,1,1054
person/person-7/img,person/person-7/groundtruth.txt,1,2819
person/person-8/img,person/person-8/groundtruth.txt,1,1913
person/person-9/img,person/person-9/groundtruth.txt,1,1172
pig/pig-1/img,pig/pig-1/groundtruth.txt,1,2357
pig/pig-11/img,pig/pig-11/groundtruth.txt,1,1801
pig/pig-12/img,pig/pig-12/groundtruth.txt,1,1291
pig/pig-14/img,pig/pig-14/groundtruth.txt,1,1231
pig/pig-15/img,pig/pig-15/groundtruth.txt,1,1321
pig/pig-16/img,pig/pig-16/groundtruth.txt,1,2307
pig/pig-17/img,pig/pig-17/groundtruth.txt,1,2821
pig/pig-19/img,pig/pig-19/groundtruth.txt,1,2708
pig/pig-20/img,pig/pig-20/groundtruth.txt,1,2003
pig/pig-3/img,pig/pig-3/groundtruth.txt,1,1764
pig/pig-4/img,pig/pig-4/groundtruth.txt,1,1185
pig/pig-5/img,pig/pig-5/groundtruth.txt,1,1400
pig/pig-6/img,pig/pig-6/groundtruth.txt,1,2961
pig/pig-7/img,pig/pig-7/groundtruth.txt,1,2100
pig/pig-8/img,pig/pig-8/groundtruth.txt,1,1850
pig/pig-9/img,pig/pig-9/groundtruth.txt,1,1800
pool/pool-1/img,pool/pool-1/groundtruth.txt,1,1000
pool/pool-10/img,pool/pool-10/groundtruth.txt,1,7277
pool/pool-11/img,pool/pool-11/groundtruth.txt,1,3142
pool/pool-13/img,pool/pool-13/groundtruth.txt,1,1000
pool/pool-14/img,pool/pool-14/groundtruth.txt,1,3065
pool/pool-16/img,pool/pool-16/groundtruth.txt,1,6825
pool/pool-17/img,pool/pool-17/groundtruth.txt,1,5576
pool/pool-18/img,pool/pool-18/groundtruth.txt,1,6391
pool/pool-19/img,pool/pool-19/groundtruth.txt,1,3905
pool/pool-2/img,pool/pool-2/groundtruth.txt,1,9821
pool/pool-20/img,pool/pool-20/groundtruth.txt,1,1238
pool/pool-4/img,pool/pool-4/groundtruth.txt,1,7033
pool/pool-5/img,pool/pool-5/groundtruth.txt,1,9999
pool/pool-6/img,pool/pool-6/groundtruth.txt,1,7200
pool/pool-8/img,pool/pool-8/groundtruth.txt,1,1687
pool/pool-9/img,pool/pool-9/groundtruth.txt,1,3955
rabbit/rabbit-1/img,rabbit/rabbit-1/groundtruth.txt,1,2367
rabbit/rabbit-11/img,rabbit/rabbit-11/groundtruth.txt,1,1052
rabbit/rabbit-12/img,rabbit/rabbit-12/groundtruth.txt,1,3330
rabbit/rabbit-14/img,rabbit/rabbit-14/groundtruth.txt,1,5325
rabbit/rabbit-15/img,rabbit/rabbit-15/groundtruth.txt,1,1102
rabbit/rabbit-16/img,rabbit/rabbit-16/groundtruth.txt,1,1450
rabbit/rabbit-18/img,rabbit/rabbit-18/groundtruth.txt,1,1347
rabbit/rabbit-2/img,rabbit/rabbit-2/groundtruth.txt,1,1962
rabbit/rabbit-20/img,rabbit/rabbit-20/groundtruth.txt,1,1468
rabbit/rabbit-3/img,rabbit/rabbit-3/groundtruth.txt,1,5273
rabbit/rabbit-4/img,rabbit/rabbit-4/groundtruth.txt,1,3222
